videoFile,groundTruthWords,predictedWords,Noun,Adverb,Adjective,Verb,Pointers,others,woodward,swadesh
aus_9.mp4,"[',' '.' 'beehive' 'dog' 'him/there' 'taunting' 'time']","['AREA' 'BIG' 'BLUE' 'CAD' 'CEILING' 'CHANGE' 'DAUGHTER' 'DIFFERENT'
 'DISAPPEAR' 'ENGLAND' 'ESCAPE' 'EVERYTHING' 'FLOCK' 'FOOTBALL' 'FRIDAY'
 'GESTURE' 'GRAB' 'HARD' 'LATE' 'LOW' 'LUGGAGE' 'MANCHESTER' 'MANY' 'MOVE'
 'NEWCASTLE' 'NORMAL' 'PARENTS' 'PERMANENT' 'PLAN' 'SATURDAY' 'SHOUT'
 'SNOOKER' 'SPREAD' 'TELEVISION' 'THURSDAY' 'TICKET' 'TRY' 'WALK' 'YEAR']","['beehive', 'dog', 'time']",['him/there'],[],['taunting'],[],[],['dog'],['dog']
aus_16.mp4,"[',' '.' 'angry' 'antlers' 'becomes' 'boy' 'deer' 'feet' 'forced' 'gets'
 'head' 'holding' 'onto' 'realises' 'ride' 'scoups' 'soon' 'stuck']","['ADD' 'AEROPLANE' 'ANESTHETISE' 'BECKON' 'BLIND' 'BODY' 'BOOKED' 'BUY'
 'CEILING' 'CHANGE' 'CLOTHES' 'CULTURE' 'CURTAINS' 'DELIVER' 'DISAPPEAR'
 'DROP' 'ESCAPE' 'EXCITED' 'FACE' 'FALL' 'FINISH' 'FLOCK' 'FOREIGN' 'FREE'
 'FUTURE' 'GESTURE' 'GO' 'GRAB' 'HOME' 'HOTEL' 'HURT' 'INATTENTION' 'LINK'
 'LONG' 'LOOK' 'LOW' 'LUGGAGE' 'MAYBE' 'MIX' 'MOVE' 'NAME' 'NOTHING' 'OLD'
 'PARTY' 'PAST' 'PICTURE' 'QUEUE' 'RAIN' 'RELATIONSHIP' 'RELAX' 'RIGHT'
 'RUN' 'SAY' 'SHOUT' 'SLEEP' 'SNOOKER' 'STAND' 'STUCK' 'SUN' 'TALL'
 'THROW' 'TIRED' 'TITLE' 'TOP' 'TREE' 'VANISH' 'WALK' 'WANT' 'WOW' 'WRITE'
 'YES']","['antlers', 'becomes', 'boy', 'deer', 'feet', 'head', 'realises', 'ride', 'scoups', 'stuck']",['soon'],['angry'],"['forced', 'gets', 'holding']",[],['onto'],[],"['feet', 'head']"
aus_17.mp4,['.' 'also' 'deer' 'dog' 'rides'],"['DAUGHTER' 'EXTRACT' 'HIDE' 'INTERPRETER' 'LINK' 'LOOK' 'RELATIONSHIP'
 'SLEEP' 'SUN' 'TRAVEL' 'VIEW' 'VISIT']","['deer', 'dog', 'rides']",['also'],[],[],[],[],['dog'],['dog']
aus_8.mp4,['.' 'boy' 'finds' 'frog' 'gone' 'ground' 'hole' 'might' 'thinks' 'yells'],"['AEROPLANE' 'AREA' 'ARRANGE' 'ASK' 'AUDIENCE' 'BACK' 'BAD' 'BOY' 'CHILD'
 'CLOTHES' 'CONTINUE' 'ENOUGH' 'FALL' 'FAMILY' 'FATHER' 'FIND' 'FLOCK'
 'FRIEND' 'FULL' 'GO' 'HAPPEN' 'HEARING' 'LAUGH' 'LONDON' 'LOOK' 'LOW'
 'MAN' 'MERGE' 'MIX' 'MUST' 'NEVER' 'NEXT' 'ONE' 'PANIC' 'PARTY' 'PAST'
 'PEOPLE' 'READY' 'RIGHT' 'SAY' 'SEARCH' 'SPREAD' 'SWIM' 'TALL' 'THINK'
 'TOMORROW' 'TOUCH' 'TWO' 'TYPICAL' 'WALK' 'WANT' 'WIN' 'YES' 'YOUNG']","['boy', 'finds', 'frog', 'ground', 'hole', 'thinks', 'yells']",[],[],['gone'],[],['might'],[],[]
aus_15.mp4,"['.' 'appear' 'boy' 'branches' 'cries' 'dog' 'frog' 'front' 'holds'
 'joins' 'rock' 'somewhere' 'top']","['ARMY' 'BECKON' 'BOY' 'BRING' 'CAMERA' 'CHECK' 'CLOTHES' 'CONTINUE'
 'CURTAINS' 'DRINK' 'ENOUGH' 'FALL' 'FIND' 'GO' 'GOALKEEPER' 'GRAB'
 'LAUGH' 'LOOK' 'LOVELY' 'MANCHESTER' 'MAYBE' 'MOVE' 'NICE' 'PLAN' 'READY'
 'REMEMBER' 'SATURDAY' 'SAY' 'SHOUT' 'SISTER' 'SIT' 'SNOOKER' 'SPEECH'
 'STAY' 'TAKE' 'TELEVISION' 'TRAIN3b' 'TRAVEL' 'VANISH' 'WALK' 'WANT'
 'WATER' 'WIN']","['boy', 'branches', 'cries', 'dog', 'frog', 'front', 'joins', 'rock', 'top']",['somewhere'],[],"['appear', 'holds']",[],[],['dog'],['dog']
aus_14.mp4,"[',' '.' 'beehive' 'bees' 'chase' 'collapses' 'dog' 'finds' 'ground'
 'onto' 'refuge' 'rock' 'splatters' 'time']","['ADULT' 'ALRIGHT' 'AREA' 'ARRANGE' 'BACK' 'BECKON' 'BEST' 'BOOKED'
 'BREAK' 'BUY' 'CHAIR' 'CHANGE' 'CHILD' 'DIFFERENT' 'ESCAPE' 'FINISH'
 'FLOCK' 'GO' 'GOOD' 'GRAB' 'HARD' 'INCREASE' 'LATER' 'LEG' 'LOSE' 'LOW'
 'LUGGAGE' 'MANCHESTER' 'MIX' 'MOVE' 'NEXT' 'PLAN' 'READ' 'ROOM'
 'SATURDAY' 'SHOUT' 'SNOOKER' 'STAND' 'TALL' 'TELEVISION' 'TIME' 'TOUCH'
 'VANISH' 'WALK' 'WRITE' 'YOUNG']","['beehive', 'bees', 'chase', 'collapses', 'dog', 'finds', 'ground', 'refuge', 'rock', 'splatters', 'time']",[],[],[],[],['onto'],['dog'],['dog']
aus_10.mp4,"['.' 'actually' 'animal' 'boy' 'hole' 'little' 'lives' 'nose' 'sbites'
 'springs' 'startles']","['ANIMAL' 'ANYTHING' 'BECKON' 'BIRTHDAY' 'BLACK' 'BOY' 'BREATHE' 'CHAIR'
 'CHECK' 'DAY' 'DESSERT' 'EVERYTHING' 'FINISH' 'FIRST' 'FRIEND' 'GIVE'
 'GO' 'INVOLVE' 'KNOW' 'LEARN' 'LIVE' 'LOVE' 'MAN' 'MANY' 'MEAL' 'MERGE'
 'NICE' 'PEOPLE' 'PLAY' 'PREFER' 'RED' 'REMEMBER' 'SAY' 'SISTER' 'SIT'
 'SWIM' 'TEMPT' 'THANK' 'UPSET' 'WALK']","['animal', 'boy', 'hole', 'lives', 'sbites', 'springs', 'startles']","['actually', 'nose']",['little'],[],[],[],['animal'],['nose']
aus_11.mp4,"[',' '.' 'Meanwhile' 'agitated' 'became' 'bees' 'dog']","['BECKON' 'BOAT' 'BOX' 'BOY' 'CLOTHES' 'DESSERT' 'DISAPPEAR' 'DOOR'
 'EXPENSIVE' 'FEEL' 'FIND' 'FLOCK' 'GIVE' 'GO' 'GROUP' 'HURT' 'KNOW'
 'LATER' 'LEAVE' 'MAN' 'MOVE' 'NICE' 'NOTHING' 'NUMBER' 'PEOPLE' 'PREFER'
 'PREGNANT' 'PUB' 'RANKING' 'SHEET' 'TAKE' 'UNIT' 'WANT' 'WAR' 'WOW']","['bees', 'dog']",['Meanwhile'],[],"['agitated', 'became']",[],[],['dog'],['dog']
aus_13.mp4,"[',' '.' '..' 'Instead' 'angry' 'appears' 'boy' 'fluttering' 'frog' 'hole'
 'look' 'might' 'owl' 'realises' 'thinks' 'wings' 'wrong']","['ACCOMMODATION' 'ADULT' 'AEROPLANE' 'ANYTHING' 'AREA' 'AVOID' 'BECKON'
 'BEDROOM' 'BOY' 'BRIEF' 'BRITAIN' 'CHAIR' 'CHILD' 'COMMUNIST' 'DEAF'
 'DECREASE' 'DROP' 'EASY' 'ENCOURAGE' 'ENOUGH' 'FAMILY' 'FAVOUR' 'FINISH'
 'FLOCK' 'GESTURE' 'GO' 'GOALKEEPER' 'GOOD' 'HEAR' 'HOTEL' 'LAUGH'
 'LEAGUE' 'LEAVE' 'LOOK' 'LOW' 'MAYBE' 'NOTHING' 'PEOPLE' 'PERFECT' 'PLAY'
 'RAIN' 'READY' 'RED' 'RELAX' 'RIGHT' 'SAY' 'SLEEP' 'SNOOKER' 'TALL'
 'THINK' 'TOMORROW' 'TOUCH' 'UPWARD' 'VANISH' 'WALK' 'YES' 'YESTERDAY']","['..', 'boy', 'frog', 'hole', 'look', 'owl', 'realises', 'thinks', 'wings']",['Instead'],"['angry', 'wrong']","['appears', 'fluttering']",[],['might'],[],[]
aus_12.mp4,['.' 'boy' 'dog' 'hole' 'ignores' 'instead' 'tree' 'walks'],"['ACCOMMODATION' 'ADULT' 'ALWAYS' 'AREA' 'ASK' 'BACK' 'BASE' 'BOY'
 'CHRISTMAS' 'DESSERT' 'DOCTOR' 'ESCAPE' 'FLOCK' 'GESTURE' 'GO' 'GRAB'
 'HOLIDAY' 'HOLLAND' 'HOME' 'INATTENTION' 'LOOK' 'MAN' 'MARRY' 'MOVE'
 'NICE' 'NIGHT' 'PEOPLE' 'PLACE' 'RAIN' 'RED' 'RIGHT' 'SAY' 'SHOUT'
 'STUCK' 'THEATRE' 'TOUCH' 'WALK' 'WANT' 'WORRY']","['boy', 'dog', 'hole', 'ignores', 'tree', 'walks']",['instead'],[],[],[],[],"['dog', 'tree']","['dog', 'tree', 'walks']"
aus_1.mp4,"[""'s"" '.' 'alseep' 'bed' 'boy' 'little']","['ADULT' 'BACK' 'BOY' 'CRUEL' 'DEAF' 'DESSERT' 'ETHNIC' 'GOOD' 'HOLIDAY'
 'HOLLAND' 'LOOK' 'LOW' 'MAN' 'NICE' 'PEOPLE' 'RED' 'SAY' 'TEACH' 'TOUCH'
 'UPWARD']","['alseep', 'bed', 'boy']",[],['little'],[],[],"[""'s""]",[],[]
aus_20.mp4,"['.' 'around' 'baby' 'behind' 'creep' 'finds' 'frog' 'frogs' 'log' 'look'
 'partner' 'quietly' 'several' 'sitting' 'towards']","['ADD' 'AGREE' 'AREA' 'ARRANGE' 'BABY' 'BACK' 'BAD' 'BALL' 'BEST' 'BETTER'
 'BOAT' 'BOOKED' 'BOY' 'BRISTOL' 'BROTHER' 'CHRISTMAS' 'CLUB' 'COME'
 'DAUGHTER' 'DISAPPEAR' 'DOOR' 'ESCAPE' 'EVERYTHING' 'EXTRACT' 'FALL'
 'FINGERSPELL' 'FLOCK' 'FRIEND' 'GIVE' 'GO' 'HARD' 'HELP' 'LAPTOP'
 'LITTLE' 'LONDON' 'LONELY' 'LOOK' 'LUCK' 'MAN' 'MIX' 'ONE' 'PANIC'
 'PARTNER' 'PERMANENT' 'READY' 'SATURDAY' 'SIT' 'SLEEP' 'SNOOKER' 'SPEECH'
 'STAND' 'THINK' 'TICKET' 'TOMORROW' 'TOP' 'TRY' 'UNIT' 'WALK' 'WANT'
 'WAR' 'WATER' 'WEEKEND' 'WORTH']","['baby', 'creep', 'finds', 'frog', 'frogs', 'log', 'look', 'partner', 'towards']",['quietly'],['several'],['sitting'],[],"['around', 'behind']",[],['sitting']
aus_3.mp4,['.' 'also' 'boy' 'dog'],"['AMERICA' 'DISAPPEAR' 'FBUOY' 'GROUP' 'LINK' 'NEXT' 'RELATIONSHIP' 'UNIT'
 'WALK' 'WAR' 'WEDNESDAY' 'WEEK']","['boy', 'dog']",['also'],[],[],[],[],['dog'],['dog']
aus_2.mp4,['.' 'bed' 'escapes' 'foot' 'frog' 'jar' 'pet'],"['ADD' 'AGREE' 'AREA' 'ARMY' 'ARRANGE' 'ARRIVE' 'BIG' 'BODY' 'BOOKED'
 'BRING' 'CHANGE' 'CLOSED' 'CLOTHES' 'DECREASE' 'DISCUSS' 'ENOUGH'
 'ESCAPE' 'EXCHANGE' 'EXPAND' 'FAMILY' 'GROUP' 'HOME' 'LINK' 'LOOK' 'MEET'
 'NOTHING' 'PARK' 'PLAN' 'READY' 'REGULAR' 'RELAX' 'SATURDAY' 'SELL'
 'SIGN' 'SPEECH' 'TELEVISION' 'THING' 'TIRED' 'WALK' 'WIN' 'YEAR' 'YOUNG']","['bed', 'escapes', 'foot', 'frog', 'jar', 'pet']",[],[],[],[],[],[],['foot']
aus_21.mp4,['.' 'alone' 'boy' 'bye' 'decides' 'good' 'leave' 'leaves' 'says'],"['ALWAYS' 'AREA' 'BECKON' 'CLOTHES' 'DISCUSS' 'DOOR' 'DRINK' 'ESCAPE'
 'EXPENSIVE' 'FALL' 'FOREIGN' 'FRIEND' 'FULL' 'GO' 'GOOD' 'HOME' 'HURT'
 'INVOLVE' 'LEAVE' 'LOOK' 'MIX' 'NEVER' 'NOTHING' 'PEOPLE' 'PLAY' 'RELAX'
 'SLEEP' 'STRAIGHTAWAY' 'THINK' 'WALK' 'WANT' 'WOW']","['boy', 'bye', 'decides', 'leaves']",['alone'],['good'],"['leave', 'says']",[],[],['good'],"['good', 'leaves']"
