videoFile,groundTruthWords,predictedWords,Noun,Adverb,Adjective,Verb,Pointers,others,woodward,swadesh
aus_9.mp4,"[',' '.' 'calling' 'forest' 'frog' 'high' 'looking' 'low' 'set']","['ACCOMMODATION' 'BIG' 'CAMERA' 'CLOTHES' 'COMMUNICATE' 'CRY' 'DOG'
 'EXPAND' 'EXTRACT' 'FATHER' 'GESTURE' 'HOUSE' 'LOOK' 'MANCHESTER' 'MEAL'
 'MUST' 'PENCE' 'PLAN' 'RAIN' 'READ' 'READY' 'REDUCE' 'RELATIONSHIP'
 'SATURDAY' 'SCHOOL' 'SHOUT' 'SIGN' 'SLEEP' 'SPECTACLES' 'SPEECH' 'STAY'
 'SURPRISE' 'TELEVISION' 'TENT' 'TIRED' 'TOP' 'TREE' 'TRY' 'VIEW' 'WANT'
 'WITH']","['forest', 'frog', 'set']",[],"['high', 'low']","['calling', 'looking']",[],[],[],[]
aus_16.mp4,"[""'s"" ',' '.' 'along' 'antlers' 'boy' 'deer' 'dog' 'hanging' 'keep' 'onto'
 'running' 'side' 'takes' 'trying' 'with']","['CAMERA' 'CLOTHES' 'DOG' 'FALL' 'FATHER' 'PREGNANT' 'READY' 'SIGN' 'STAY'
 'SUN' 'SURPRISE' 'TERRIFIED' 'TIRED' 'TREE' 'WANT' 'WHAT' 'WITH']","['antlers', 'boy', 'deer', 'dog', 'side']",[],[],"['hanging', 'keep', 'running', 'takes', 'trying']",[],"[""'s"", 'along', 'onto', 'with']","['dog', 'with']",['dog']
aus_17.mp4,"[',' '.' 'antlers' 'boy' 'deer' 'dog' 'pond' 'throws' 'with']","['ACT' 'AGES' 'ALLOW' 'AMERICA' 'BICYCLE' 'BODY' 'BORN' 'BOY'
 'CALLISTHENICS' 'CLOTHES' 'DAUGHTER' 'DOG' 'DROP' 'EVALUATE' 'EXPAND'
 'FALL' 'FATHER' 'FEEL' 'GO' 'HOW' 'LONDON' 'LOW' 'MOVE' 'NOT' 'OTHER'
 'PARTY' 'PREGNANT' 'READY' 'RELAX' 'RETIRE' 'RUN' 'SATURDAY' 'SAY'
 'SHOUT' 'SIGN' 'SLEEP' 'STUBBORN' 'SURPRISE' 'TALL' 'TEACH' 'TERRIFIED'
 'THROW' 'TICKET' 'TIRED' 'TREE' 'VANISH' 'WAIT' 'WANT' 'WHAT' 'WHERE'
 'WITH' 'WITHOUT']","['antlers', 'boy', 'deer', 'dog', 'pond', 'throws']",[],[],[],[],['with'],"['dog', 'with']",['dog']
aus_8.mp4,['.' 'boy' 'comforts' 'picks'],"['ANGRY' 'BANDAGE' 'BECKON' 'BODY' 'CLOTHES' 'DOG' 'ENOUGH' 'EXPLAIN'
 'FALL' 'FATHER' 'FEEL' 'GOOD' 'HISTORY' 'HURT' 'ILL' 'NEVER' 'PREGNANT'
 'READY' 'RIGHT' 'SURPRISE' 'TERRIFIED' 'TIRED' 'TREE' 'WANT' 'WHEN'
 'WITH' 'WOW']","['boy', 'comforts', 'picks']",[],[],[],[],[],[],[]
aus_15.mp4,"['!' ""'s"" 'actually' 'deer' 'gets' 'holding' 'onto' 'realises' 'shock'
 'when']","['DAUGHTER' 'DOG' 'FATHER' 'HARD' 'PERMANENT' 'PLUS' 'SATURDAY' 'TICKET'
 'TREE' 'TRY' 'UNIVERSITY' 'WITH']","['deer', 'realises', 'shock']",['actually'],[],"['gets', 'holding']",[],"[""'s"", 'onto']",['when'],[]
aus_14.mp4,"[',' '.' 'around' 'behind' 'boy' 'branches' 'chases' 'grabs' 'large'
 'looks' 'onto' 'owl' 'rock' 'runs' 'sticking']","['ATTACK' 'BOY' 'CONTINUE' 'COUSIN' 'DAUGHTER' 'DOCTOR' 'DOG' 'FALL'
 'FATHER' 'GESTURE' 'GO' 'GRAB' 'HOW' 'IRELAND' 'LOOK' 'LOW' 'MEAL' 'MISS'
 'PLAN' 'RAIN' 'REGULAR' 'RELATIONSHIP' 'RESEARCH' 'SATURDAY' 'SAY'
 'SHOUT' 'SIGN' 'SIT' 'SLEEP' 'TALL' 'TEACH' 'TERRIFIED' 'TICKET' 'TIME'
 'TIRED' 'TREE' 'TRY' 'VANISH' 'WALK' 'WANT' 'WITH' 'WORTH']","['boy', 'branches', 'chases', 'grabs', 'looks', 'owl', 'rock', 'runs']",[],['large'],['sticking'],[],"['around', 'behind', 'onto']",[],[]
aus_10.mp4,"[',' '.' 'beaver' 'boy' 'ground' 'hits' 'hole' 'jumps' 'looks' 'nose'
 'sees']","['ALLOW' 'AMERICA' 'BODY' 'BORN' 'BREATHE' 'CHAIR' 'CLOTHES' 'DAUGHTER'
 'DOG' 'FALL' 'FATHER' 'FRIGHTENED' 'GROUP' 'LOW' 'NOT' 'PLAN' 'PREGNANT'
 'READY' 'RELAX' 'RUN' 'SAY' 'SIGN' 'SLEEP' 'SURPRISE' 'TERRIFIED'
 'TICKET' 'TIDY' 'TIRED' 'TREE' 'TRY' 'WANT' 'WAR' 'WITH' 'WORTH']","['beaver', 'boy', 'ground', 'hits', 'hole', 'jumps', 'looks', 'sees']",['nose'],[],[],[],[],[],"['nose', 'sees']"
aus_11.mp4,"[',' '.' 'Nearby' 'barking' 'beehive' 'bees' 'chasing' 'course' 'dog'
 'falls' 'goes' 'ground' 'start' 'tree' 'wrong']","['AMERICA' 'ATTACK' 'BORN' 'CAMERA' 'CLOTHES' 'CONTINUE' 'COUSIN'
 'DAUGHTER' 'DOG' 'DRINK' 'EAT' 'ESCAPE' 'EXCHANGE' 'EXTRACT' 'FACE'
 'FALL' 'FAMILY' 'FATHER' 'GESTURE' 'GO' 'HARD' 'HOW' 'LOW' 'MIX' 'PAST'
 'PLAN' 'PRIEST' 'QUEUE' 'READY' 'RESEARCH' 'SAY' 'SHOUT' 'SIGN' 'SISTER'
 'SLEEP' 'SURPRISE' 'TEACH' 'TICKET' 'TIRED' 'TREE' 'TRY' 'WANT' 'WHERE'
 'WITH' 'WOW']","['barking', 'beehive', 'bees', 'course', 'dog', 'falls', 'ground', 'start', 'tree']",['Nearby'],['wrong'],"['chasing', 'goes']",[],[],"['dog', 'tree']","['barking', 'dog', 'tree']"
aus_13.mp4,"[',' '.' 'calling' 'everywhere' 'frog' 'going' 'keep' 'two']","['ALLOW' 'ATTACK' 'CAMERA' 'COMFORTABLE' 'DEBATE' 'DOG' 'FATHER' 'MEAL'
 'RETIRE' 'SLEEP' 'SPECTACLES' 'TEACH' 'TREE' 'WAKE' 'WITH']",['frog'],['everywhere'],[],"['calling', 'going', 'keep']",[],['two'],[],['two']
aus_12.mp4,"[""'s"" ',' '.' 'boy' 'climbs' 'falls' 'flies' 'hollow' 'looks' 'owl'
 'surprises' 'that' 'tree']","['ACCOMMODATION' 'AIM' 'ALWAYS' 'AMERICA' 'ATTACK' 'BORN' 'BOY' 'BREATHE'
 'CAMERA' 'CARPENTER' 'CHILD' 'CLOTHES' 'COLD' 'COLLECT' 'CONTINUE'
 'COUSIN' 'DAUGHTER' 'DOG' 'DRINK' 'DRIVE' 'EXCITED' 'FALL' 'FATHER'
 'FEEL' 'FISH' 'GOOD' 'GRAB' 'INTERPRETER' 'LINK' 'LOOK' 'MISS' 'MIX'
 'MOVE' 'NOT' 'PERSON' 'PLUS' 'READY' 'RELATIONSHIP' 'RESEARCH' 'RIGHT'
 'RUN' 'SAY' 'SHOUT' 'SIGN' 'SISTER' 'SLEEP' 'SLOW' 'SPECTACLES' 'STAY'
 'STUBBORN' 'SUN' 'SURPRISE' 'TERRIFIED' 'TICKET' 'TIRED' 'TOILET' 'TRAIN'
 'TRAIN3b' 'TREE' 'TRY' 'VANISH' 'VEHICLE' 'WALK' 'WANT' 'WATER' 'WITH'
 'WRITE']","['boy', 'climbs', 'falls', 'flies', 'hollow', 'looks', 'owl', 'surprises', 'tree']",[],[],[],[],"[""'s"", 'that']",['tree'],"['flies', 'that', 'tree']"
